*15O angle CMS    differential_cross_section
0	98.84
0.2	98.5
0.4	97.48
0.6	95.79
0.8	93.48
1	90.58
1.2	87.13
1.4	83.21
1.6	78.87
1.8	74.19
2	69.24
2.2	64.09
2.4	58.84
2.6	53.55
2.8	48.3
3	43.15
3.2	38.17
3.4	33.42
3.6	28.94
3.8	24.78
4	20.96
4.2	17.52
4.4	14.46
4.6	11.8
4.8	9.522
5	7.63
5.2	6.105
5.4	4.927
5.6	4.073
5.8	3.512
6	3.215
6.2	3.148
6.4	3.278
6.6	3.571
6.8	3.994
7	4.514
7.2	5.102
7.4	5.728
7.6	6.367
7.8	6.995
8	7.592
8.2	8.139
8.4	8.621
8.6	9.025
8.8	9.342
9	9.564
9.2	9.686
9.4	9.706
9.6	9.624
9.8	9.442
10	9.166
10.2	8.8
10.4	8.353
10.6	7.834
10.8	7.256
11	6.63
11.2	5.969
11.4	5.288
11.6	4.6
11.8	3.92
12	3.261
12.2	2.638
12.4	2.061
12.6	1.542
12.8	1.089
13	0.7111
13.2	0.4118
13.4	0.1944
13.6	5.95E-02
13.8	5.23E-03
14	2.76E-02
14.2	0.1203
14.4	0.2755
14.6	0.4835
14.8	0.7334
15	1.013
15.2	1.311
15.4	1.614
15.6	1.911
15.8	2.189
16	2.439
16.2	2.652
16.4	2.821
16.6	2.939
16.8	3.005
17	3.016
17.2	2.973
17.4	2.879
17.6	2.739
17.8	2.557
18	2.341
18.2	2.1
18.4	1.841
18.6	1.575
18.8	1.309
19	1.054
19.2	0.8156
19.4	0.6019
19.6	0.4187
19.8	0.2704
20	0.16
20.2	8.92E-02
20.4	5.80E-02
20.6	6.52E-02
20.8	0.108
21	0.1826
21.2	0.2843
21.4	0.4074
21.6	0.546
21.8	0.6936
22	0.8438
22.2	0.9905
22.4	1.128
22.6	1.251
22.8	1.355
23	1.436
23.2	1.493
23.4	1.523
23.6	1.526
23.8	1.503
24	1.454
24.2	1.383
24.4	1.292
24.6	1.184
24.8	1.064
25	0.9358
25.2	0.8037
25.4	0.6719
25.6	0.5443
25.8	0.4246
26	0.316
26.2	0.2211
26.4	0.142
26.6	8.00E-02
26.8	3.59E-02
27	9.63E-03
27.2	7.30E-04
27.4	8.05E-03
27.6	3.00E-02
27.8	6.45E-02
28	0.1092
28.2	0.1616
28.4	0.219
28.6	0.2787
28.8	0.3382
29	0.395
29.2	0.4469
29.4	0.4921
29.6	0.5291
29.8	0.5566
30	0.5741
30.2	0.5811
30.4	0.5777
30.6	0.5645
30.8	0.5421
31	0.5117
31.2	0.4744
31.4	0.4318
31.6	0.3854
31.8	0.3368
32	0.2876
32.2	0.2394
32.4	0.1935
32.6	0.1513
32.8	0.1136
33	8.15E-02
33.2	5.55E-02
33.4	3.60E-02
33.6	2.31E-02
33.8	1.66E-02
34	1.63E-02
34.2	2.17E-02
34.4	3.21E-02
34.6	4.66E-02
34.8	6.45E-02
35	8.47E-02
35.2	0.1063
35.4	0.1284
35.6	0.15
35.8	0.1702
36	0.1885
36.2	0.2041
36.4	0.2165
36.6	0.2255
36.8	0.2307
37	0.2322
37.2	0.23
37.4	0.2243
37.6	0.2153
37.8	0.2036
38	0.1895
38.2	0.1736
38.4	0.1565
38.6	0.1386
38.8	0.1207
39	0.103
39.2	8.63E-02
39.4	7.09E-02
39.6	5.71E-02
39.8	4.53E-02
40	3.57E-02
40.2	2.84E-02
40.4	2.34E-02
40.6	2.06E-02
40.8	2.01E-02
41	2.16E-02
41.2	2.48E-02
41.4	2.96E-02
41.6	3.56E-02
41.8	4.25E-02
42	4.99E-02
42.2	5.75E-02
42.4	6.51E-02
42.6	7.22E-02
42.8	7.88E-02
43	8.44E-02
43.2	8.90E-02
43.4	9.24E-02
43.6	9.46E-02
43.8	9.54E-02
44	9.50E-02
44.2	9.33E-02
44.4	9.05E-02
44.6	8.66E-02
44.8	8.18E-02
45	7.63E-02
45.2	7.03E-02
45.4	6.39E-02
45.6	5.74E-02
45.8	5.09E-02
46	4.46E-02
46.2	3.87E-02
46.4	3.33E-02
46.6	2.86E-02
46.8	2.45E-02
47	2.12E-02
47.2	1.87E-02
47.4	1.70E-02
47.6	1.61E-02
47.8	1.59E-02
48	1.64E-02
48.2	1.75E-02
48.4	1.91E-02
48.6	2.11E-02
48.8	2.35E-02
49	2.59E-02
49.2	2.85E-02
49.4	3.10E-02
49.6	3.34E-02
49.8	3.56E-02
50	3.74E-02
50.2	3.89E-02
50.4	4.00E-02
50.6	4.07E-02
50.8	4.09E-02
51	4.07E-02
51.2	4.00E-02
51.4	3.89E-02
51.6	3.75E-02
51.8	3.58E-02
52	3.38E-02
52.2	3.16E-02
52.4	2.93E-02
52.6	2.69E-02
52.8	2.45E-02
53	2.21E-02
53.2	1.99E-02
53.4	1.78E-02
53.6	1.60E-02
53.8	1.43E-02
54	1.30E-02
54.2	1.19E-02
54.4	1.10E-02
54.6	1.05E-02
54.8	1.02E-02
55	1.02E-02
55.2	1.04E-02
55.4	1.08E-02
55.6	1.13E-02
55.8	1.20E-02
56	1.28E-02
56.2	1.36E-02
56.4	1.44E-02
56.6	1.52E-02
56.8	1.60E-02
57	1.67E-02
57.2	1.72E-02
57.4	1.77E-02
57.6	1.79E-02
57.8	1.81E-02
58	1.81E-02
58.2	1.79E-02
58.4	1.76E-02
58.6	1.72E-02
58.8	1.66E-02
59	1.59E-02
59.2	1.51E-02
59.4	1.43E-02
59.6	1.34E-02
59.8	1.25E-02
60	1.16E-02
60.2	1.07E-02
60.4	9.88E-03
60.6	9.09E-03
60.8	8.37E-03
61	7.73E-03
61.2	7.17E-03
61.4	6.72E-03
61.6	6.36E-03
61.8	6.10E-03
62	5.93E-03
62.2	5.86E-03
62.4	5.87E-03
62.6	5.95E-03
62.8	6.09E-03
63	6.28E-03
63.2	6.51E-03
63.4	6.77E-03
63.6	7.03E-03
63.8	7.29E-03
64	7.54E-03
64.2	7.77E-03
64.4	7.96E-03
64.6	8.12E-03
64.8	8.22E-03
65	8.28E-03
65.2	8.28E-03
65.4	8.23E-03
65.6	8.12E-03
65.8	7.97E-03
66	7.76E-03
66.2	7.52E-03
66.4	7.23E-03
66.6	6.92E-03
66.8	6.59E-03
67	6.24E-03
67.2	5.88E-03
67.4	5.52E-03
